   #    World Rank                   ,  Institution                   ,  Country                   ,   
    1  ,   Harvard University   , USA    
    59  ,   Technical University of M�nchen   , Germany    
    59  ,   King's College London   , UK    
    59  ,   University of Zurich   , Switzerland    
    63  ,   University of California - Santa Barbara   , USA    
    64  ,   University of Science and Technology of China   , China    
    65  ,   University of California - Irvine   , USA    
    66  ,   Vanderbilt University   , USA    
    67  ,   University of Bonn   , Germany    
    68  ,   Weizmann Institute of Science   , Israel    
    69  ,   Paris Cit� University   , France    
    70  ,   McGill University   , Canada    
    71  ,   National University of Singapore   , Singapore    
    72  ,   University of New South Wales   , Australia    
    73  ,   University of Sydney   , Australia    
    73  ,   University of Oslo   , Norway    
    73  ,   Sun Yat-Sen University   , China    
    76  ,   University of Groningen   , Netherlands    
    77  ,   Monash University   , Australia    
    78  ,   Aarhus University   , Denmark    
    79  ,   Technion - Israel Institute of Technology   , Israel    
    80  ,   University of Texas MD Anderson Cancer Center   , USA    
    81  ,   University of Basel   , Switzerland    
    82  ,   Uppsala University   , Sweden    
    83  ,   University of Pittsburgh   , USA    
    84  ,   Australian National University   , Australia    
    84  ,   University of Gent   , Belgium    
    86  ,   Catholic University of Leuven   , Belgium    
    86  ,   Hebrew University of Jerusalem   , Israel    
    88  ,   University of Hong Kong   , Hong Kong    
    88  ,   Erasmus University Rotterdam   , Netherlands    
    88  ,   University of Bristol   , UK    
    91  ,   University of Alberta   , Canada    
    91  ,   Huazhong University of Science and Technology   , China    
    93  ,   Nanyang Technological University   , Singapore    
    94  ,   Seoul National University   , South Korea    
    95  ,   Central South University   , China    
    96  ,   Nanjing University   , China    
    96  ,   Purdue University   , USA    
    98  ,   McMaster University   , Canada    
    98  ,   Stockholm University   , Sweden    
    98  ,   Brown University   , USA    
    101-150  ,   University of Vienna   , Austria    
    101-150  ,   University of Western Australia   , Australia    
    101-150  ,   Universit� Libre de Bruxelles   , Belgium    
    101-150  ,   University of Sao Paulo   , Brazil    
    101-150  ,   University of Bern   , Switzerland    
    101-150  ,   University of Lausanne   , Switzerland    
    101-150  ,   Beijing Institute of Technology   , China    
    101-150  ,   Harbin Institute of Technology   , China    
    101-150  ,   Jilin University   , China    
    101-150  ,   Shandong University   , China    
    101-150  ,   Sichuan University   , China    
    101-150  ,   South China University of Technology   , China    
    101-150  ,   Southeast University   , China    
    101-150  ,   Tianjin University   , China    
    101-150  ,   University of Electronic Science and Technology of China   , China    
    101-150  ,   Wuhan University   , China    
    101-150  ,   Xi'an Jiaotong University   , China    
    101-150  ,   University of Freiburg   , Germany    
    101-150  ,   University of Helsinki   , Finland    
    101-150  ,   Chinese University of Hong Kong   , Hong Kong    
    101-150  ,   City University of Hong Kong   , Hong Kong    
    101-150  ,   University of Rome - La Sapienza   , Italy    
    101-150  ,   Nagoya University   , Japan    
    101-150  ,   Radboud University of Nijmegen   , Netherlands    
    101-150  ,   University of Amsterdam   , Netherlands    
    101-150  ,   University of Leiden   , Netherlands    
    101-150  ,   Norwegian University of Science and Technology   , Norway    
    101-150  ,   Moscow State University   , Russia    
    101-150  ,   King Saud University   , Saudi Arabia    
    101-150  ,   G�teborg University   , Sweden    
    101-150  ,   University of Glasgow   , UK    
    101-150  ,   University of Liverpool   , UK    
    101-150  ,   University of Nottingham   , UK    
    101-150  ,   University of Warwick   , UK    
    101-150  ,   Arizona State University   , USA    
    101-150  ,   University of California - Davis   , USA    
    101-150  ,   University of Florida   , USA    
    101-150  ,   Emory University   , USA    
    101-150  ,   Boston University   , USA    
    101-150  ,   Mayo Medical School   , USA    
    101-150  ,   Rutgers - The State University of New Jersey   , USA    
    101-150  ,   Icahn School of Medicine at Mount Sinai   , USA    
    101-150  ,   Ohio State University   , USA    
    101-150  ,   Carnegie Mellon University   , USA    
    101-150  ,   Pennsylvania State University   , USA    
    101-150  ,   Rice University   , USA    
    101-150  ,   University of Utah   , USA    
    101-150  ,   Soochow University   , China    
    101-150  ,   Grenoble Alpes University   , France    
    101-150  ,   Southern University of Science and Technology   , China    
    151-200  ,   University of Adelaide   , Australia    
    151-200  ,   University of Montreal   , Canada    
    151-200  ,   University of Waterloo   , Canada    
    151-200  ,   Beijing Normal University   , China    
    151-200  ,   Beihang University   , China    
    151-200  ,   Hunan University   , China    
    151-200  ,   Nankai University   , China    
    151-200  ,   Shenzhen University   , China    
    151-200  ,   Tongji University   , China    
    151-200  ,   Xiamen University   , China    
    151-200  ,   Zhengzhou University   , China    
    151-200  ,   University of T�bingen   , Germany    
    151-200  ,   University of G�ttingen   , Germany    
    151-200  ,   University of Frankfurt am Main   , Germany    
    151-200  ,   University of Cologne   , Germany    
    151-200  ,   Technical University of Denmark   , Denmark    
    151-200  ,   Hong Kong Polytechnic University   , Hong Kong    
    151-200  ,   University of Milan   , Italy    
    151-200  ,   University of Padua   , Italy    
    151-200  ,   University of Pisa   , Italy    
    151-200  ,   Osaka University   , Japan    
    151-200  ,   Tokyo Institute of Technology   , Japan    
    151-200  ,   Delft University of Technology   , Netherlands    
    151-200  ,   VU University Amsterdam   , Netherlands    
    151-200  ,   Wageningen University & Research Center   , Netherlands    
    151-200  ,   Lund University   , Sweden    
    151-200  ,   Cardiff University   , UK    
    151-200  ,   London School of Economics   , UK    
    151-200  ,   London School of Hygiene & Tropical Medicine   , UK    
    151-200  ,   University of Birmingham   , UK    
    151-200  ,   University of Exeter   , UK    
    151-200  ,   University of Leeds   , UK    
    151-200  ,   University of Sheffield   , UK    
    151-200  ,   University of Southampton   , UK    
    151-200  ,   University of Arizona   , USA    
    151-200  ,   University of California - Santa Cruz   , USA    
    151-200  ,   Georgia Institute of Technology   , USA    
    151-200  ,   Indiana University at Bloomington   , USA    
    151-200  ,   Tufts University   , USA    
    151-200  ,   University of Massachusetts - Amherst   , USA    
    151-200  ,   Michigan State University   , USA    
    151-200  ,   Case Western Reserve University   , USA    
    151-200  ,   Baylor College of Medicine   , USA    
    151-200  ,   Texas A&M University   , USA    
    151-200  ,   University of Strasbourg   , France    
    151-200  ,   Sungkyunkwan University   , South Korea    
    151-200  ,   Aix-Marseille University   , France    
    151-200  ,   Northwestern Polytechnical University   , China    
    151-200  ,   King Abdulaziz University   , Saudi Arabia    
    151-200  ,   University of Montpellier   , France    
    201-300  ,   University of Buenos Aires   , Argentina    
    201-300  ,   Medical University of Vienna   , Austria    
    201-300  ,   Curtin University   , Australia    
    201-300  ,   Deakin University   , Australia    
    201-300  ,   Macquarie University   , Australia    
    201-300  ,   Swinburne University of Technology   , Australia    
    201-300  ,   University of Tasmania   , Australia    
    201-300  ,   University of Technology Sydney   , Australia    
    201-300  ,   University of Wollongong   , Australia    
    201-300  ,   University of Antwerp   , Belgium    
    201-300  ,   Catholic University of Louvain   , Belgium    
    201-300  ,   Queen's University   , Canada    
    201-300  ,   University of Calgary   , Canada    
    201-300  ,   University of Manitoba   , Canada    
    201-300  ,   University of Ottawa   , Canada    
    201-300  ,   Beijing University of Chemical Technology   , China    
    201-300  ,   Capital University of Medical Sciences   , China    
    201-300  ,   China Agricultural University   , China    
    201-300  ,   China University of Geosciences Wuhan   , China    
    201-300  ,   Chongqing University   , China    
    201-300  ,   Dalian University of Technology   , China    
    201-300  ,   East China Normal University   , China    
    201-300  ,   Fuzhou University   , China    
    201-300  ,   Jiangsu University   , China    
    201-300  ,   Jinan University - Guangdong   , China    
    201-300  ,   Lanzhou University   , China    
    201-300  ,   Nanjing Medical University   , China    
    201-300  ,   Nanjing University of Technology   , China    
    201-300  ,   Qingdao University   , China    
    201-300  ,   Shanghai University   , China    
    201-300  ,   University of Science and Technology Beijing   , China    
    201-300  ,   Wuhan University of Technology   , China    
    201-300  ,   University of W�rzburg   , Germany    
    201-300  ,   University of Kiel   , Germany    
    201-300  ,   University of Erlangen-N�rnberg   , Germany    
    201-300  ,   University of Mainz   , Germany    
    201-300  ,   Technical University of Berlin   , Germany    
    201-300  ,   Technical University of Dresden   , Germany    
    201-300  ,   University of Hamburg   , Germany    
    201-300  ,   University of Leipzig   , Germany    
    201-300  ,   University of M�nster   , Germany    
    201-300  ,   University of Granada   , Spain    
    201-300  ,   University of Barcelona   , Spain    
    201-300  ,   Ecole Normale Sup�rieure de Lyon   , France    
    201-300  ,   University Claude Bernard - Lyon I   , France    
    201-300  ,   Trinity College Dublin   , Ireland    
    201-300  ,   Tel Aviv University   , Israel    
    201-300  ,   Polytechnic University of Milan   , Italy    
    201-300  ,   University of Bologna   , Italy    
    201-300  ,   University of Naples Federico II   , Italy    
    201-300  ,   University of Turin   , Italy    
    201-300  ,   Hokkaido University   , Japan    
    201-300  ,   Tohoku University   , Japan    
    201-300  ,   Tsukuba University   , Japan    
    201-300  ,   Hanyang University   , South Korea    
    201-300  ,   Korea Advanced Institute of Science and Technology   , South Korea    
    201-300  ,   Korea University   , South Korea    
    201-300  ,   Yonsei University   , South Korea    
    201-300  ,   National Autonomous University of Mexico   , Mexico    
    201-300  ,   University of Maastricht   , Netherlands    
    201-300  ,   University of Auckland   , New Zealand    
    201-300  ,   University of Lisbon   , Portugal    
    201-300  ,   University of Porto   , Portugal    
    201-300  ,   KTH - Royal Institute of Technology   , Sweden    
    201-300  ,   China Medical University - Taiwan   , Taiwan    
    201-300  ,   National Taiwan University   , Taiwan    
    201-300  ,   Queen Mary - University of London   , UK    
    201-300  ,   University of Aberdeen   , UK    
    201-300  ,   University of East Anglia   , UK    
    201-300  ,   Newcastle University - Newcastle-upon-Tyne   , UK    
    201-300  ,   University of Sussex   , UK    
    201-300  ,   University of Cape Town   , South Africa    
    201-300  ,   University of California - Riverside   , USA    
    201-300  ,   University of Colorado at Denver   , USA    
    201-300  ,   University of Delaware   , USA    
    201-300  ,   George Washington University   , USA    
    201-300  ,   Florida State University   , USA    
    201-300  ,   University of Iowa   , USA    
    201-300  ,   Northeastern University   , USA    
    201-300  ,   University of Massachusetts Medical School   , USA    
    201-300  ,   University of Missouri - Columbia   , USA    
    201-300  ,   University of Nebraska - Lincoln   , USA    
    201-300  ,   University of Rochester   , USA    
    201-300  ,   North Carolina State University   , USA    
    201-300  ,   University of Cincinnati   , USA    
    201-300  ,   Oregon Health and Science University   , USA    
    201-300  ,   Oregon State University   , USA    
    201-300  ,   University of Tennessee - Knoxville   , USA    
    201-300  ,   University of Texas Health Science Center at Houston   , USA    
    201-300  ,   George Mason University   , USA    
    201-300  ,   University of Virginia   , USA    
    201-300  ,   Virginia Commonwealth University   , USA    
    201-300  ,   Virginia Polytechnic Institute and State University   , USA    
    201-300  ,   RWTH Aachen University   , Germany    
    201-300  ,   University of Bordeaux   , France    
    201-300  ,   University of Lorraine   , France    
    201-300  ,   King Abdullah University of Science and Technology   , Saudi Arabia    
    201-300  ,   Peking Union Medical College   , China    
    201-300  ,   Ulsan National Institute of Science and Technology   , South Korea    
    201-300  ,   Taif University   , Saudi Arabia    
    301-400  ,   Vienna University of Technology   , Austria    
    301-400  ,   University of Innsbruck   , Austria    
    301-400  ,   Flinders University   , Australia    
    301-400  ,   Griffith University   , Australia    
    301-400  ,   James Cook University   , Australia    
    301-400  ,   La Trobe University   , Australia    
    301-400  ,   Queensland University of Technology   , Australia    
    301-400  ,   RMIT University   , Australia    
    301-400  ,   University of Western Sydney   , Australia    
    301-400  ,   University of Li�ge   , Belgium    
    301-400  ,   Vrije Universiteit Brussel   , Belgium    
    301-400  ,   Sao Paulo State University   , Brazil    
    301-400  ,   Dalhousie University   , Canada    
    301-400  ,   Laval University   , Canada    
    301-400  ,   Simon Fraser University   , Canada    
    301-400  ,   University of Saskatchewan   , Canada    
    301-400  ,   University of Victoria   , Canada    
    301-400  ,   Western University   , Canada    
    301-400  ,   Beijing University of Technology   , China    
    301-400  ,   East China University of Science and Technology   , China    
    301-400  ,   Guangdong University of Technology   , China    
    301-400  ,   Guangxi University   , China    
    301-400  ,   Huazhong Agricultural University   , China    
    301-400  ,   Nanchang University   , China    
    301-400  ,   Nanjing Agricultural University   , China    
    301-400  ,   Nanjing University of Aeronautics and Astronautics   , China    
    301-400  ,   Nanjing University of Science and Technology   , China    
    301-400  ,   Northeastern University in China   , China    
    301-400  ,   Ocean University of China   , China    
    301-400  ,   Yangzhou University   , China    
    301-400  ,   Zhejiang University of Technology   , China    
    301-400  ,   Charles University Prague   , Czech Republic    
    301-400  ,   University of Duisburg-Essen   , Germany    
    301-400  ,   University of D�sseldorf   , Germany    
    301-400  ,   University of Bochum   , Germany    
    301-400  ,   University of Stuttgart   , Germany    
    301-400  ,   Aalborg University   , Denmark    
    301-400  ,   University of Southern Denmark   , Denmark    
    301-400  ,   Cairo University   , Egypt    
    301-400  ,   Autonomous University of Madrid   , Spain    
    301-400  ,   Complutense University of Madrid   , Spain    
    301-400  ,   University of Valencia   , Spain    
    301-400  ,   Autonomous University of Barcelona   , Spain    
    301-400  ,   University Pompeu Fabra   , Spain    
    301-400  ,   University of Turku   , Finland    
    301-400  ,   University Paul Sabatier - Toulouse III   , France    
    301-400  ,   Toulouse 1 University Capitole   , France    
    301-400  ,   University of Athens   , Greece    
    301-400  ,   Hong Kong University of Science and Technology   , Hong Kong    
    301-400  ,   University College Cork   , Ireland    
    301-400  ,   University College Dublin   , Ireland    
    301-400  ,   Indian Institute of Science   , India    
    301-400  ,   University of Florence   , Italy    
    301-400  ,   University of Milan - Bicocca   , Italy    
    301-400  ,   Keio University   , Japan    
    301-400  ,   Kyushu University   , Japan    
    301-400  ,   Pohang University of Science and Technology   , South Korea    
    301-400  ,   University of Macau   , Macao    
    301-400  ,   University of Bergen   , Norway    
    301-400  ,   Linkoping University   , Sweden    
    301-400  ,   Swedish University of Agricultural Sciences   , Sweden    
    301-400  ,   National Cheng Kung University   , Taiwan    
    301-400  ,   Queen's University Belfast   , UK    
    301-400  ,   University of Durham   , UK    
    301-400  ,   Lancaster University   , UK    
    301-400  ,   University of Leicester   , UK    
    301-400  ,   University of Reading   , UK    
    301-400  ,   University of St. Andrews   , UK    
    301-400  ,   University of Surrey   , UK    
    301-400  ,   University of York   , UK    
    301-400  ,   University of Belgrade   , Serbia    
    301-400  ,   University of Witwatersrand   , South Africa    
    301-400  ,   Colorado State University   , USA    
    301-400  ,   University of Connecticut   , USA    
    301-400  ,   University of Central Florida   , USA    
    301-400  ,   University of Miami   , USA    
    301-400  ,   University of South Florida   , USA    
    301-400  ,   University of Georgia   , USA    
    301-400  ,   University of Hawaii at Manoa   , USA    
    301-400  ,   University of Illinois at Chicago   , USA    
    301-400  ,   Indiana University-Purdue University of Indianapolis   , USA    
    301-400  ,   University of Kansas   , USA    
    301-400  ,   University of Kentucky   , USA    
    301-400  ,   University of Maryland at Baltimore   , USA    
    301-400  ,   Brandeis University   , USA    
    301-400  ,   Dartmouth College   , USA    
    301-400  ,   State University of New York at Buffalo   , USA    
    301-400  ,   State University of New York at Stony Brook   , USA    
    301-400  ,   University of Houston   , USA    
    301-400  ,   Karlsruhe Institute of Technology   , Germany    
    301-400  ,   Aalto University   , Finland    
    301-400  ,   Northwest Agriculture and Forestry University    , China    
    301-400  ,   Jiangnan University   , China    
    301-400  ,   University of Lille   , France    
    301-400  ,   Nanjing University of Information Science and Technology   , China    
    301-400  ,   China University of Geosciences - Beijing   , China    
    301-400  ,   ShanghaiTech University   , China    
    301-400  ,   Institut Polytechnique de Paris   , France    
    301-400  ,   Okinawa Institute of Science and Technology Graduate University   , Japan    
    301-400  ,   Princess Nourah bint Abdulrahman University   , Saudi Arabia    
    401-500  ,   Murdoch University   , Australia    
    401-500  ,   University of Newcastle - Australia   , Australia    
    401-500  ,   State University of Campinas   , Brazil    
    401-500  ,   Federal University of Minas Gerais   , Brazil    
    401-500  ,   Federal University of Rio Grande do Sul   , Brazil    
    401-500  ,   York University   , Canada    
    401-500  ,   University of Chile   , Chile    
    401-500  ,   China University of Mining Technology   , China    
    401-500  ,   Guangzhou University   , China    
    401-500  ,   Hainan University   , China    
    401-500  ,   Henan University   , China    
    401-500  ,   Hohai University Changzhou   , China    
    401-500  ,   Nanjing Forestry University   , China    
    401-500  ,   Nanjing Normal University   , China    
    401-500  ,   Renmin University of China   , China    
    401-500  ,   Shandong University of Science Technology   , China    
    401-500  ,   University of Shanghai for Science and Technology   , China    
    401-500  ,   South China Agricultural University   , China    
    401-500  ,   South China Normal University   , China    
    401-500  ,   Southwest Jiaotong University   , China    
    401-500  ,   University of Petroleum (East China)   , China    
    401-500  ,   Yunnan University   , China    
    401-500  ,   Zhejiang Normal University   , China    
    401-500  ,   Masaryk University   , Czech Republic    
    401-500  ,   University of Jena   , Germany    
    401-500  ,   Hannover Medical School   , Germany    
    401-500  ,   University of Marburg   , Germany    
    401-500  ,   Technical University of Darmstadt   , Germany    
    401-500  ,   University of Potsdam   , Germany    
    401-500  ,   University of Regensburg   , Germany    
    401-500  ,   University of Ulm   , Germany    
    401-500  ,   Polytechnic University of Valencia   , Spain    
    401-500  ,   University of the Basque Country   , Spain    
    401-500  ,   University of Oulu   , Finland    
    401-500  ,   University of Rennes I   , France    
    401-500  ,   University of Zagreb   , Croatia    
    401-500  ,   Bar-Ilan University   , Israel    
    401-500  ,   University of Tehran   , Iran    
    401-500  ,   Catholic University of the Sacred Heart   , Italy    
    401-500  ,   University of Bari   , Italy    
    401-500  ,   University of Genoa   , Italy    
    401-500  ,   University of Pavia   , Italy    
    401-500  ,   University of Trento   , Italy    
    401-500  ,   Hiroshima University   , Japan    
    401-500  ,   Kyung Hee University   , South Korea    
    401-500  ,   Kyungpook National University   , South Korea    
    401-500  ,   Pusan National University   , South Korea    
    401-500  ,   Sejong University   , South Korea    
    401-500  ,   University of Malaya   , Malaysia    
    401-500  ,   Eindhoven University of Technology   , Netherlands    
    401-500  ,   University of Twente   , Netherlands    
    401-500  ,   University of Canterbury   , New Zealand    
    401-500  ,   University of Otago   , New Zealand    
    401-500  ,   Victoria University of Wellington   , New Zealand    
    401-500  ,   Jagiellonian University   , Poland    
    401-500  ,   University of Warsaw   , Poland    
    401-500  ,   University of Aveiro   , Portugal    
    401-500  ,   University of Coimbra   , Portugal    
    401-500  ,   University of Minho   , Portugal    
    401-500  ,   St. Petersburg State University   , Russia    
    401-500  ,   Chalmers University of Technology   , Sweden    
    401-500  ,   Istanbul University   , Turkey    
    401-500  ,   National Tsinghua University   , Taiwan    
    401-500  ,   University of Bath   , UK    
    401-500  ,   University of Dundee   , UK    
    401-500  ,   University of Essex   , UK    
    401-500  ,   University of Kent at Canterbury   , UK    
    401-500  ,   Swansea University   , UK    
    401-500  ,   University of Pretoria   , South Africa    
    401-500  ,   University of Stellenbosch   , South Africa    
    401-500  ,   Northern Arizona University   , USA    
    401-500  ,   Georgetown University   , USA    
    401-500  ,   University of Notre Dame   , USA    
    401-500  ,   Iowa State University   , USA    
    401-500  ,   Louisiana State University   , USA    
    401-500  ,   The Graduate Center - CUNY   , USA    
    401-500  ,   Rensselaer Polytechnic Institute   , USA    
    401-500  ,   University of Oregon   , USA    
    401-500  ,   Drexel University   , USA    
    401-500  ,   Temple University   , USA    
    401-500  ,   University of South Carolina   , USA    
    401-500  ,   University of Texas Health Science Center at San Antonio   , USA    
    401-500  ,   University of Texas Medical Branch Galveston   , USA    
    401-500  ,   Utah State University   , USA    
    401-500  ,   University of Vermont   , USA    
    401-500  ,   Washington State University   , USA    
    401-500  ,   University of Alabama at Birmingham   , USA    
    401-500  ,   King Fahd University of Petroleum & Minerals   , Saudi Arabia    
    401-500  ,   Albert Einstein College of Medicine - Yeshiva University   , USA    
    401-500  ,   Xidian University   , China    
    401-500  ,   Southern Medical University   , China    
    401-500  ,   King Khalid University   , Saudi Arabia    
    401-500  ,   University of Natural Resources and Life Sciences   , Austria    
    401-500  ,   Kunming University of Science and Technology   , China    
    401-500  ,   Vita-Salute San Raffaele University   , Italy    
    401-500  ,   Guangzhou Medical University   , China    
    401-500  ,   Macau University of Science and Technology   , Macao    
    401-500  ,   University of C�te d'Azur   , France    
    401-500  ,   Humanitas University   , Italy    
    401-500  ,   National Yang Ming Chiao Tung University   , Taiwan    
    501-600  ,   Medical University of Innsbruck   , Austria    
    501-600  ,   University of Graz   , Austria    
    501-600  ,   Australian Catholic University   , Australia    
    501-600  ,   University of South Australia   , Australia    
    501-600  ,   Federal University of Rio de Janeiro   , Brazil    
    501-600  ,   Carleton University   , Canada    
    501-600  ,   Concordia University   , Canada    
    501-600  ,   University of Guelph   , Canada    
    501-600  ,   University of Sherbrooke   , Canada    
    501-600  ,   University of Fribourg   , Switzerland    
    501-600  ,   University of Lugano   , Switzerland    
    501-600  ,   Anhui Medical University   , China    
    501-600  ,   Anhui University   , China    
    501-600  ,   Central China Normal University (Huazhong Normal University)   , China    
    501-600  ,   Harbin Engineering University   , China    
    501-600  ,   Hefei University of Technology   , China    
    501-600  ,   Hunan Normal University   , China    
    501-600  ,   Nanjing University of Posts and Telecommunications   , China    
    501-600  ,   National University of Defense Technology   , China    
    501-600  ,   Ningbo University   , China    
    501-600  ,   Shaanxi Normal University   , China    
    501-600  ,   Tianjin Medical University   , China    
    501-600  ,   Xi'an University of Technology   , China    
    501-600  ,   University of Bayreuth   , Germany    
    501-600  ,   University of Hannover   , Germany    
    501-600  ,   University of Konstanz   , Germany    
    501-600  ,   University of Rostock   , Germany    
    501-600  ,   Saarland University   , Germany    
    501-600  ,   University of Alicante   , Spain    
    501-600  ,   University of Navarra   , Spain    
    501-600  ,   University of Salamanca   , Spain    
    501-600  ,   University of Vigo   , Spain    
    501-600  ,   University of Tampere   , Finland    
    501-600  ,   Aristotle University of Thessaloniki   , Greece    
    501-600  ,   E�tv�s Lorand University   , Hungary    
    501-600  ,   National University of Ireland - Galway   , Ireland    
    501-600  ,   Ben-Gurion University of the Negev   , Israel    
    501-600  ,   Tehran University of Medical Sciences   , Iran    
    501-600  ,   Scuola Normale Superiore di Pisa   , Italy    
    501-600  ,   University of Catania   , Italy    
    501-600  ,   University of Palermo   , Italy    
    501-600  ,   University of Parma   , Italy    
    501-600  ,   University of Perugia   , Italy    
    501-600  ,   University of Rome - Tor Vergata   , Italy    
    501-600  ,   University of Verona   , Italy    
    501-600  ,   Kobe University   , Japan    
    501-600  ,   Okayama University   , Japan    
    501-600  ,   Yeungnam University   , South Korea    
    501-600  ,   Vilnius University   , Lithuania    
    501-600  ,   National University of Malaysia   , Malaysia    
    501-600  ,   University of Qatar   , Qatar    
    501-600  ,   Moscow Institute of Physics and Technology   , Russia    
    501-600  ,   Stockholm School of Economics   , Sweden    
    501-600  ,   Chulalongkorn University   , Thailand    
    501-600  ,   St George's - University of London   , UK    
    501-600  ,   University of Strathclyde   , UK    
    501-600  ,   University of KwaZulu-Natal   , South Africa    
    501-600  ,   North-West University   , South Africa    
    501-600  ,   Northwest University   , China    
    501-600  ,   University of Arkansas at Fayetteville   , USA    
    501-600  ,   University of California - Merced   , USA    
    501-600  ,   Florida International University   , USA    
    501-600  ,   Georgia State University   , USA    
    501-600  ,   Rush University   , USA    
    501-600  ,   Kansas State University   , USA    
    501-600  ,   Tulane University   , USA    
    501-600  ,   University of Maine - Orono   , USA    
    501-600  ,   Boston College   , USA    
    501-600  ,   Mississippi State University   , USA    
    501-600  ,   St. Louis University   , USA    
    501-600  ,   University of Nevada - Las Vegas   , USA    
    501-600  ,   University of Nevada - Reno   , USA    
    501-600  ,   University of New Mexico   , USA    
    501-600  ,   City University of New York - City College   , USA    
    501-600  ,   Binghamton University   , USA    
    501-600  ,   Wake Forest University   , USA    
    501-600  ,   Oklahoma City University   , USA    
    501-600  ,   Oklahoma State University   , USA    
    501-600  ,   Thomas Jefferson University   , USA    
    501-600  ,   Medical University of South Carolina   , USA    
    501-600  ,   Texas Technical University   , USA    
    501-600  ,   University of North Texas   , USA    
    501-600  ,   University of Texas at Dallas   , USA    
    501-600  ,   University of Texas at San Antonio   , USA    
    501-600  ,   Brigham Young University   , USA    
    501-600  ,   West Virginia University   , USA    
    501-600  ,   University of Eastern Finland   , Finland    
    501-600  ,   Beijing Jiaotong University   , China    
    501-600  ,   Southwest University   , China    
    501-600  ,   University of Johannesburg   , South Africa    
    501-600  ,   China University of Petroleum (Beijing)   , China    
    501-600  ,   Wenzhou Medical University   , China    
    501-600  ,   COMSATS University Islamabad   , Pakistan    
    501-600  ,   Southwestern University of Finance and Economics   , China    
    501-600  ,   Hangzhou Dianzi University   , China    
    501-600  ,   Chang'an University   , China    
    501-600  ,   Duke-NUS Medical School   , Singapore    
    501-600  ,   The Chinese University of Hong Kong - Shenzhen   , China    
    501-600  ,   Westlake University   , China    
    501-600  ,   Prince Sattam Bin Abdulaziz University   , Saudi Arabia    
    601-700  ,   Medical University of Graz   , Austria    
    601-700  ,   Charles Darwin University   , Australia    
    601-700  ,   Edith Cowan University   , Australia    
    601-700  ,   Hasselt University   , Belgium    
    601-700  ,   Pontifical Catholic University of Chile   , Chile    
    601-700  ,   Second Military Medical University   , China    
    601-700  ,   Beijing University of Posts and Telecommunications   , China    
    601-700  ,   China Medical University   , China    
    601-700  ,   China University of Mining Technology - Beijing   , China    
    601-700  ,   Chongqing Medical University   , China    
    601-700  ,   Dalian Maritime University   , China    
    601-700  ,   Fujian Medical University   , China    
    601-700  ,   Fujian Normal University   , China    
    601-700  ,   Guizhou University   , China    
    601-700  ,   Harbin Medical University   , China    
