   #    World Rank                   ,  Institution                   ,  Country                   ,   
    1  ,   University of Oxford   , UK    
    2  ,   California Institute of Technology - Caltech   , USA    
    3  ,   University of Cambridge   , UK    
    4  ,   Stanford University   , USA    
    5  ,   Massachusetts Institute of Technology - MIT   , USA    
    6  ,   Princeton University   , USA    
    7  ,   Harvard University   , USA    
    8  ,   Yale University   , USA    
    9  ,   University of Chicago   , USA    
    10  ,   Imperial College London   , UK    
    11  ,   University of Pennsylvania   , USA    
    12  ,   Johns Hopkins University   , USA    
    13  ,   Swiss Federal Institute of Technology Zurich - ETHZ   , Switzerland    
    13  ,   University of California - Berkeley   , USA    
    15  ,   University College London   , UK    
    16  ,   Columbia University   , USA    
    17  ,   University of California - Los Angeles   , USA    
    18  ,   University of Toronto   , Canada    
    19  ,   Cornell University   , USA    
    20  ,   Duke University   , USA    
    21  ,   University of Michigan - Ann Arbor   , USA    
    22  ,   Northwestern University   , USA    
    23  ,   Tsinghua University   , China    
    24  ,   Peking University   , China    
    25  ,   National University of Singapore   , Singapore    
    26  ,   University of Washington   , USA    
    27  ,   London School of Economics   , UK    
    27  ,   Carnegie Mellon University   , USA    
    29  ,   New York University   , USA    
    30  ,   University of Edinburgh   , UK    
    31  ,   University of California - San Diego   , USA    
    32  ,   University of Melbourne   , Australia    
    32  ,   University of M�nchen   , Germany    
    34  ,   University of British Columbia   , Canada    
    35  ,   University of Hong Kong   , Hong Kong    
    36  ,   The University of Tokyo   , Japan    
    36  ,   King's College London   , UK    
    38  ,   Swiss Federal Institute of Technology Lausanne - EPFL   , Switzerland    
    38  ,   Georgia Institute of Technology   , USA    
    38  ,   University of Texas at Austin   , USA    
    41  ,   Karolinska Institute   , Sweden    
    42  ,   McGill University   , Canada    
    43  ,   Technical University of M�nchen   , Germany    
    44  ,   University of Heidelberg   , Germany    
    45  ,   Catholic University of Leuven   , Belgium    
    45  ,   PSL Research University Paris   , France    
    47  ,   Hong Kong University of Science and Technology   , Hong Kong    
    48  ,   Nanyang Technological University   , Singapore    
    48  ,   University of Illinois at Urbana-Champaign   , USA    
    50  ,   Australian National University   , Australia    
    51  ,   University of Wisconsin-Madison   , USA    
    52  ,   Washington University in St. Louis   , USA    
    53  ,   Brown University   , USA    
    54  ,   University of North Carolina at Chapel Hill   , USA    
    55  ,   University of Manchester   , UK    
    55  ,   University of California - Davis   , USA    
    57  ,   Chinese University of Hong Kong   , Hong Kong    
    57  ,   University of California - Santa Barbara   , USA    
    59  ,   Wageningen University & Research Center   , Netherlands    
    60  ,   University of Sydney   , Australia    
    61  ,   Boston University   , USA    
    62  ,   University of Amsterdam   , Netherlands    
    62  ,   University of Southern California   , USA    
    64  ,   Seoul National University   , South Korea    
    65  ,   Kyoto University   , Japan    
    66  ,   University of Queensland   , Australia    
    67  ,   Delft University of Technology   , Netherlands    
    67  ,   University of Leiden   , Netherlands    
    69  ,   Erasmus University Rotterdam   , Netherlands    
    70  ,   Ohio State University   , USA    
    71  ,   University of New South Wales   , Australia    
    72  ,   McMaster University   , Canada    
    73  ,   University of Groningen   , Netherlands    
    74  ,   Humboldt University of Berlin   , Germany    
    75  ,   Monash University   , Australia    
    75  ,   Utrecht University   , Netherlands    
    77  ,   University of Warwick   , UK    
    78  ,   Pennsylvania State University   , USA    
    79  ,   University of Minnesota - Twin Cities   , USA    
    80  ,   University of Science and Technology of China   , China    
    80  ,   Emory University   , USA    
    80  ,   Charit� - University Medicine Berlin   , Germany    
    80  ,   Sorbonne University   , France    
    84  ,   Michigan State University   , USA    
    85  ,   University of Montreal   , Canada    
    86  ,   University of Freiburg   , Germany    
    87  ,   University of Bristol   , UK    
    88  ,   Purdue University   , USA    
    89  ,   Sungkyunkwan University   , South Korea    
    90  ,   University of Zurich   , Switzerland    
    91  ,   University of T�bingen   , Germany    
    91  ,   University of Maryland at College Park   , USA    
    93  ,   Ecole Polytechnique   , France    
    94  ,   University of Basel   , Switzerland    
    94  ,   Dartmouth College   , USA    
    96  ,   University of Helsinki   , Finland    
    96  ,   Lund University   , Sweden    
    96  ,   University of California - Irvine   , USA    
    99  ,   University of Glasgow   , UK    
    99  ,   RWTH Aachen University   , Germany    
    101  ,   University of Copenhagen   , Denmark    
    102  ,   Uppsala University   , Sweden    
    102  ,   Georgetown University   , USA    
    104  ,   University of Arizona   , USA    
    105  ,   University of Bonn   , Germany    
    105  ,   Rice University   , USA    
    107  ,   Zhejiang University   , China    
    107  ,   University of Virginia   , USA    
    109  ,   Fudan University   , China    
    110  ,   Korea Advanced Institute of Science and Technology   , South Korea    
    110  ,   Queen Mary - University of London   , UK    
    112  ,   University of Birmingham   , UK    
    113  ,   University of Bern   , Switzerland    
    113  ,   University of Pittsburgh   , USA    
    115  ,   Aarhus University   , Denmark    
    116  ,   Vanderbilt University   , USA    
    117  ,   Free University of Berlin   , Germany    
    117  ,   University of Sheffield   , UK    
    119  ,   Case Western Reserve University   , USA    
    120  ,   University of Adelaide   , Australia    
    120  ,   National Taiwan University   , Taiwan    
    122  ,   University of Southampton   , UK    
    123  ,   University of Gent   , Belgium    
    124  ,   University of Colorado at Boulder   , USA    
    125  ,   University of G�ttingen   , Germany    
    126  ,   City University of Hong Kong   , Hong Kong    
    127  ,   University of Maastricht   , Netherlands    
